t;x1;x2;x3;dx1;dx2;dx3;y1;y2;y3
0;-1.83064785208683e-09;4.9649191543033e-10;1.94662531199853e-09;0.00769387230721154;-7.86307886537234e-05;0.000189892809167884;2.81307216095815e-06;-7.69257117348946e-06;-1.32142060124733e-06
1;0.00769387047656369;-7.86302921618079e-05;0.000189894755793196;0.00750074596276812;-3.38417605589602e-05;0.000512883264632752;0.00819335619303546;0.000271978009277301;-0.00505079251064053
2;0.0151946164393318;-0.000112472052720768;0.000702778020425948;0.0073797022772761;0.000160547819734683;0.000605062713749708;0.0176872530576546;0.00499920601912117;-0.00420319852686379
3;0.0225743187166079;4.80757670139153e-05;0.00130784073417566;0.0072903386303081;7.39784792623723e-05;0.000680968768084735;0.0295898728664862;0.00328641728761325;0.00256626121492048
4;0.029864657346916;0.000122054246276288;0.00198880950226039;0.00700093069372238;0.000188119684730774;0.000678309153078499;0.0319572022162516;0.00180081839937673;0.0045402674224682
5;0.0368655880406384;0.000310173931007062;0.00266711865533889;0.00705183294211142;0.000112282410547826;0.000636089079647431;0.0341580601038579;-0.00413440902280656;0.00731122837476328
6;0.0439174209827498;0.000422456341554888;0.00330320773498632;0.00694721029962603;0.000112044835912376;0.000952597269061014;0.0456014082004861;0.000375520024600931;0.00317709964520761
7;0.0508646312823758;0.000534501177467264;0.00425580500404734;0.00677239759009848;0.00012688228329492;0.000852891538060733;0.0467326342899352;0.000995227418655952;0.00390989485219126
8;0.0576370288724743;0.000661383460762184;0.00510869654210807;0.00674814862477902;0.000290345754161718;0.000784038557979166;0.061470630873006;0.00537846685705088;0.00398094809056387
9;0.0643851774972533;0.000951729214923901;0.00589273510008724;0.00683945407843548;0.000469271770387704;0.00103892331020549;0.068812561579297;0.0049380496072968;0.00502787345211348
10;0.0712246315756888;0.00142100098531161;0.00693165841029273;0.00652307137750338;9.659127196332e-05;0.000944080961419739;0.0761009533071587;-0.00313746792476913;0.00670072807929346
11;0.0777477029531922;0.00151759225727493;0.00787573937171246;0.00659250128433179;0.000306585835249697;0.00093412345758174;0.0765599125157315;0.00960728080997058;0.0151069799615617
12;0.084340204237524;0.00182417809252462;0.0088098628292942;0.0064553754579821;0.000255918226094937;0.00101494796238875;0.0835778621439555;0.0064406566261957;0.0104619695171633
13;0.0907955796955061;0.00208009631861956;0.00982481079168295;0.00654867431197899;0.00021622560459137;0.00112083654525162;0.088063623906216;0.000646000427391632;0.0192361063842374
14;0.0973442540074851;0.00229632192321093;0.0109456473369346;0.00631076027366025;0.000217157470721091;0.00114533459392794;0.0959048088322339;0.00418087813806594;0.0133490246907114
15;0.103655014281145;0.00251347939393202;0.0120909819308625;0.00624760381203626;0.000328138883489431;0.00116140005204126;0.101990974796326;0.00169218711721365;0.0107588533246496
16;0.109902618093182;0.00284161827742145;0.0132523819829038;0.00618726646955241;0.000481242959040335;0.00119660151038723;0.110029778755802;0.000606688963016831;0.0123050194434291
17;0.116089884562734;0.00332286123646179;0.014448983493291;0.00614565169887896;0.00039781097262846;0.00119483453721122;0.11300272570766;0.00227548096758973;0.0200519209426368
18;0.122235536261613;0.00372067220909025;0.0156438180305022;0.00621938658355774;0.0002949806381911;0.00121821828610651;0.123489635406834;0.00193408874390243;0.01564316454851
19;0.128454922845171;0.00401565284728135;0.0168620363166087;0.00602551101316001;0.000256729799294474;0.00135118215438201;0.127357326477381;0.00694504705362731;0.0147714772384935
20;0.134480433858331;0.00427238264657582;0.0182132184709907;0.0059772702180006;0.000262949986220327;0.00109516469720596;0.135795515417179;0.00694488668930021;0.0168746080867208
21;0.140457704076331;0.00453533263279615;0.0193083831681967;0.00635515616496868;0.000413187368728592;0.00130151905438091;0.138095189913137;0.00341921953015041;0.0155904029463423
22;0.1468128602413;0.00494852000152474;0.0206099022225776;0.00607211284373912;0.000186259510679775;0.00138270865201056;0.147262689422493;0.00941631951549964;0.0202307893500416
23;0.152884973085039;0.00513477951220451;0.0219926108745882;0.00596276838051008;0.000330588473303843;0.00110256154271139;0.153703423129335;0.00204482350534856;0.0247953915800858
24;0.158847741465549;0.00546536798550836;0.0230951724172996;0.00605359773754138;0.000368780826785168;0.00128803852879703;0.164584415642248;0.00682228215940978;0.0249217698262967
25;0.164901339203091;0.00583414881229352;0.0243832109460966;0.00598347184665676;0.000379512790570672;0.00132826446963244;0.162287409485484;0.00551735712702164;0.0167212341148793
26;0.170884811049747;0.0062136616028642;0.025711475415729;0.00585915369594814;0.00041726333359203;0.00131349590713977;0.17450115887348;0.00743572139388104;0.0255716845093129
27;0.176743964745695;0.00663092493645623;0.0270249713228688;0.00598017612469209;0.000290614508582522;0.00143789402350804;0.175529888031854;-0.000602820751337494;0.0297031882141634
28;0.182724140870388;0.00692153944503875;0.0284628653463769;0.00578430003407904;0.000331933722892301;0.00144422907656513;0.181238711252479;0.0130820997134661;0.0300705505725906
29;0.188508440904467;0.00725347316793105;0.029907094422942;0.00580171856751041;0.00019151087770485;0.00128531467019708;0.188671515097406;0.00908225408324616;0.032647056669256
30;0.194310159471977;0.0074449840456359;0.0311924090931391;0.00579593033887346;0.00040115509381621;0.00133144858559619;0.196182167225453;0.0109821520872228;0.0357161972672534
31;0.20010608981085;0.00784613913945211;0.0325238576787353;0.00580297855539047;0.000390459324089879;0.00155553146801326;0.191223682480777;0.010310751839853;0.0324798715678347
32;0.205909068366241;0.00823659846354199;0.0340793891467485;0.00585491542674033;0.000328121724442932;0.00157434698409105;0.210569827148029;0.0115258292002263;0.0294759303027521
33;0.211763983792981;0.00856472018798492;0.0356537361308396;0.00568358800029412;0.000363798047628332;0.00145059219484676;0.204133853576826;0.00791509774417855;0.032413840822219
34;0.217447571793275;0.00892851823561325;0.0371043283256863;0.0057663433564844;0.000270652841560279;0.00131501120714887;0.215953293665796;0.00544198348414021;0.0469219076035136
35;0.22321391514976;0.00919917107717353;0.0384193395328352;0.00569398387002917;0.000212868932786015;0.0013592710292424;0.218564880084472;0.0132004391904432;0.0393036179132403
36;0.228907899019789;0.00941204000995955;0.0397786105620776;0.0057414710803238;0.000496342746724809;0.00132799969256935;0.223410488211648;0.0115684510883332;0.0457361910472353
37;0.234649370100113;0.00990838275668436;0.0411066102546469;0.0056981792651967;0.000630492112892614;0.00148289224059204;0.234011430314931;0.0110452217409014;0.0357065004356311
38;0.240347549365309;0.010538874869577;0.042589502495239;0.00575192928994028;0.000466943273054072;0.00156370039339983;0.244495411109832;0.00407497123494477;0.0468199204380526
39;0.24609947865525;0.011005818142631;0.0441532028886388;0.00551345610341214;0.000478152687565028;0.00152114059719927;0.24711891143078;0.00880805968468367;0.0456117910676199
40;0.251612934758662;0.0114839708301961;0.0456743434858381;0.00533341869254289;0.000409772276118636;0.00149338479686301;0.249878965106089;0.0127324566251439;0.0455362741332175
41;0.256946353451205;0.0118937431063147;0.0471677282827011;0.00548482271500506;0.000460129532964475;0.00136146812674397;0.262495737948871;0.0125805245730531;0.0456820676416073
42;0.26243117616621;0.0123538726392792;0.0485291964094451;0.00556391280876745;0.000377544965100781;0.00140487479123316;0.259880665572781;0.00886382106460732;0.0526796129992169
43;0.267995088974977;0.01273141760438;0.0499340712006782;0.00555110864171376;0.00051195443830623;0.00168131850787285;0.265448371941211;0.00863248974224414;0.0493758050023724
44;0.273546197616691;0.0132433720426862;0.0516153897085511;0.00546692132293813;0.000424471321325337;0.00168762946379294;0.272424443588195;0.0155477328972468;0.0506700694446544
45;0.279013118939629;0.0136678433640115;0.053303019172344;0.00535785402845534;0.000452553531661013;0.00155394863893402;0.280270335831705;0.00700960108513907;0.0491188928621776
46;0.284370972968085;0.0141203968956725;0.054856967811278;0.00546178379199957;0.000324315663247593;0.00153618812053618;0.285667081925166;0.0148376586221293;0.0549588037994772
47;0.289832756760084;0.0144447125589201;0.0563931559318142;0.0053529042750477;0.00056815491539952;0.00158842755123121;0.290076962289488;0.0100167833232825;0.0566437539704105
48;0.295185661035132;0.0150128674743197;0.0579815834830454;0.0052831275118343;0.000585239631661634;0.00157342773155637;0.299426493412571;0.00913937645497134;0.0556829468213467
49;0.300468788546966;0.0155981071059813;0.0595550112146018;0.00538152880207032;0.000414171174567822;0.00161116836285168;0.300835110012113;0.0161786045909266;0.0552381621644104
50;0.305850317349036;0.0160122782805491;0.0611661795774535;0.00544517641839792;0.000417658024110253;0.00154594924806503;0.304991307210238;0.0180563728226268;0.0606775964301203
51;0.311295493767434;0.0164299363046594;0.0627121288255185;0.00547748326044273;0.000340975918190867;0.00168932375851936;0.307332046428537;0.011987271122434;0.0576159926717118
52;0.316772977027877;0.0167709122228502;0.0644014525840379;0.00532159729841758;0.000440763493329645;0.00156401064667605;0.316325332209123;0.0137827011184404;0.0584484330127708
53;0.322094574326295;0.0172116757161799;0.0659654632307139;0.00520508047483154;0.000449877632623514;0.00141192978369062;0.325126670955475;0.0163113040473918;0.0633993491743933
54;0.327299654801126;0.0176615533488034;0.0673773930144045;0.00516161349898953;0.000663032296762008;0.00149369819175256;0.328334709452706;0.0163716972702022;0.0682954966211566
55;0.332461268300116;0.0183245856455654;0.0688710912061571;0.0051361088189753;0.000395984614684795;0.00166483576968264;0.328705573635527;0.0186891278527495;0.0702021786401832
56;0.337597377119091;0.0187205702602502;0.0705359269758397;0.00517626042419567;0.000516024174349483;0.00170060153888646;0.335473927021996;0.0172122125194559;0.0662079321887114
57;0.342773637543287;0.0192365944345997;0.0722365285147262;0.00525374690130498;0.000437995609428005;0.00154180145689205;0.344454000313923;0.0203003971498368;0.0707879341628678
58;0.348027384444592;0.0196745900440277;0.0737783299716182;0.00516423795454762;0.000528670801667196;0.00161042474628542;0.351993595590994;0.0175976001814064;0.0764140733056269
59;0.353191622399139;0.0202032608456949;0.0753887547179037;0.00506151008702671;0.00053863099075226;0.00165910788618205;0.353262156481127;0.0224800736668171;0.0728308539956728
60;0.358253132486166;0.0207418918364471;0.0770478626040857;0.00508343787211102;0.000548190136630069;0.0016984205894596;0.359469903254974;0.0177331037030368;0.0760019198051026
61;0.363336570358277;0.0212900819730772;0.0787462831935453;0.00524446917589932;0.000459520390152148;0.00150175686010375;0.365475075919338;0.023706795654711;0.0802172800603601
62;0.368581039534176;0.0217496023632294;0.0802480400536491;0.00512559307062171;0.000634108729760462;0.00164522363507404;0.372845751845055;0.0172853905353913;0.0771333359632851
63;0.373706632604798;0.0223837110929898;0.0818932636887231;0.0050598041390828;0.000305210514105668;0.00160833698108094;0.375447230386619;0.0256654246805295;0.0835239785706161
64;0.378766436743881;0.0226889216070955;0.083501600669804;0.00514458840851961;0.000551009196280115;0.00150230296126115;0.381036003051184;0.0195878375692031;0.0829557619654959
65;0.3839110251524;0.0232399308033756;0.0850039036310652;0.0050009243634026;0.0006160456388924;0.00162654899257407;0.381144311026732;0.0272697960839527;0.0885112974825489
66;0.388911949515803;0.023855976442268;0.0866304526236392;0.00497803573780287;0.000600125332585702;0.00172770160043567;0.388595221678439;0.0261429104469793;0.0819001858506736
67;0.393889985253606;0.0244561017748537;0.0883581542240749;0.00494081672149627;0.000745575848627573;0.00162159372118452;0.39016589366808;0.0247642027919262;0.0843861865460909
68;0.398830801975102;0.0252016776234813;0.0899797479452594;0.00462520313448339;0.000378116843412209;0.00151362428447102;0.401430656726443;0.021210206889197;0.0846869116872999
69;0.403456005109586;0.0255797944668935;0.0914933722297305;0.00497206636446457;0.000420116030921444;0.0016768277936068;0.407965375310594;0.0237574214317033;0.0940303045507664
70;0.40842807147405;0.0259999104978149;0.0931702000233373;0.00496589188629321;0.000546731819916116;0.00162504418996298;0.409732059044919;0.0271117011975907;0.0927826020468384
71;0.413393963360343;0.026546642317731;0.0947952442133002;0.00494427821113963;0.000558574578517532;0.00171777956079287;0.416732192282139;0.0240868246911387;0.0977558065335754
72;0.418338241571483;0.0271052168962486;0.0965130237740931;0.00486043245829709;0.000668957809653706;0.00158521198625861;0.418460489799682;0.0277022379976447;0.097080817421569
73;0.42319867402978;0.0277741747059023;0.0980982357603517;0.00484855507543341;0.000436601459355639;0.00180768394067375;0.421507100640166;0.0255840656133089;0.0890339529895498
74;0.428047229105213;0.0282107761652579;0.0999059197010255;0.00496212487263875;0.000704018606619391;0.00175611668871757;0.42710124769754;0.0274674187893443;0.101623600538549
75;0.433009353977852;0.0289147947718773;0.101662036389743;0.00502668683318391;0.000470853786503599;0.00149656848045281;0.432818824536334;0.0261803454931632;0.10010220243557
76;0.438036040811036;0.0293856485583809;0.103158604870196;0.00484483311088507;0.000642238508221992;0.00152529011246513;0.438984663756987;0.0303957862403925;0.101549094156638
77;0.442880873921921;0.0300278870666029;0.104683894982661;0.00474732136923239;0.000533268015494803;0.00165690001969374;0.437269713651511;0.0291518705334304;0.103960667551115
78;0.447628195291154;0.0305611550820977;0.106340795002355;0.00485330197141087;0.000591756141038641;0.00181688833775405;0.44424778267078;0.0356985173572975;0.107142720521588
79;0.452481497262564;0.0311529112231363;0.108157683340109;0.00476309289998716;0.000709255531721045;0.00176442658797261;0.45731081490066;0.0324564670674422;0.111932839350743
80;0.457244590162552;0.0318621667548574;0.109922109928081;0.00484034639649555;0.000568069061149153;0.00172267707815893;0.454399336881866;0.0394810562439777;0.108793230857067
81;0.462084936559047;0.0324302358160065;0.11164478700624;0.00474793512091842;0.00035676651858834;0.00166184180615675;0.459367873240484;0.0328530728594049;0.113530361570074
82;0.466832871679966;0.0327870023345949;0.113306628812397;0.00471978341014845;0.000569601777518414;0.00168528594288664;0.469375394962638;0.034747132020245;0.113155140206715
83;0.471552655090114;0.0333566041121133;0.114991914755284;0.0048082649524252;0.000617149818180146;0.00185686659899519;0.471594947996251;0.0342084571973237;0.120383222472757
84;0.476360920042539;0.0339737539302934;0.116848781354279;0.00488584175252094;0.000474324351323274;0.00172225638350848;0.476436189083847;0.0349392378244261;0.112369630810567
85;0.48124676179506;0.0344480782816167;0.118571037737787;0.00484228900054007;0.00076400732812295;0.00159958763073156;0.478159541990695;0.0322032817196014;0.120238666228123
86;0.4860890507956;0.0352120856097397;0.120170625368519;0.0047262255250925;0.000681457205542413;0.00167280306196257;0.482843443783278;0.0345751310071453;0.120627753467771
87;0.490815276320693;0.0358935428152821;0.121843428430482;0.00462020470668928;0.000443071139532389;0.00170616028745389;0.490111931235121;0.0362446720343958;0.119333344411956
88;0.495435481027382;0.0363366139548145;0.123549588717935;0.00464389284756667;0.000580730187117608;0.00171343456717621;0.497024986623952;0.0369387493550682;0.119445849074732
89;0.500079373874949;0.0369173441419321;0.125263023285112;0.00464060700322522;0.000640827576688645;0.0017249579021982;0.503918831857873;0.0371003001879656;0.127485878135271
90;0.504719980878174;0.0375581717186207;0.12698798118731;0.00444730151111572;0.000463152082047717;0.00182854602397217;0.498989417371988;0.0398090754168226;0.123826528668715
91;0.50916728238929;0.0380213238006684;0.128816527211282;0.00487128068286546;0.000668221196518395;0.00183114445523558;0.512600302855495;0.0353658135095342;0.128145938101052
92;0.514038563072155;0.0386895449971868;0.130647671666518;0.00467073320729872;0.000517838847847694;0.00173630367704397;0.514360622410325;0.0403075959505044;0.133524849081645
93;0.518709296279454;0.0392073838450345;0.132383975343562;0.00452273642727763;0.000708949568167576;0.00180770049425499;0.520431831959046;0.0386697580602276;0.132258564260504
94;0.523232032706731;0.0399163334132021;0.134191675837817;0.00455198081667052;0.000577985842909558;0.00159260852291584;0.524312751864723;0.0449815607558115;0.134983189956308
95;0.527784013523402;0.0404943192561117;0.135784284360732;0.00459862270152933;0.000611562520273001;0.00164691199959183;0.526232729344333;0.0412586759237983;0.134839364367314
96;0.532382636224931;0.0411058817763847;0.137431196360324;0.00456357376014849;0.000704836013472952;0.00182730227923505;0.537270679583115;0.043819928226614;0.134946578958403
97;0.53694620998508;0.0418107177898576;0.139258498639559;0.00471412544887662;0.000653796587349646;0.00164604068896848;0.535761171866478;0.0422892345609468;0.139195720081972
98;0.541660335433956;0.0424645143772073;0.140904539328528;0.0044991659214576;0.000728379387538322;0.00189232170094913;0.538047018738562;0.0440389341909586;0.136096892053202
99;0.546159501355414;0.0431928937647456;0.142796861029477;0.00441892206628014;0.000542504136440393;0.00179050438324582;0.544629404149515;0.0431658061367743;0.142683022829378
